run_id,model,task,write_mode,seq_len,window,seed,batch_size,steps,d_model,layers,heads,parameters,device,eval_answer_exact,eval_answer_ce,eval_retrieval_top1,eval_retrieval_topk,eval_true_fact_written_rate,eval_false_write_rate,eval_missed_fact_rate,eval_avg_written_slots,eval_retrieval_margin,train_wall_time_sec,examples_per_sec_recent,eval_examples_per_sec,peak_vram_mb,run_dir,step_log_path
20260628_144908_hpm_lite_v2_kv_seed0,hpm_lite_v2,kv,learned,12288,256,0,1,600,128,1,4,2099848,cuda,0.9,4.43114013671875,1.0,1.0,0.9625,0.0375,0.0375,8.0,10.718617015414768,956.6471633729998,0.6266279944197461,9.349002201183703,6361.78271484375,runs/memory_model/20260628_144908_hpm_lite_v2_kv_seed0,runs/memory_model/20260628_144908_hpm_lite_v2_kv_seed0/step_log.csv
