analysis_set,seq_len,tf_steps,n,seeds,exact_mean,exact_sample_sd,exact_bootstrap_ci_low,exact_bootstrap_ci_high,answer_ce_mean,answer_ce_median,writer_true_fact_mean,missed_fact_mean,false_write_mean,retrieval_top1_mean,peak_vram_mb_mean,train_wall_time_sec_mean,compute_sources,batch_sizes
all_workers,4096,200,4,"0,1,2,3",0.8,0.14719601443879743,0.6625,0.9125000000000001,3.4037726825378476,3.1447423252042426,0.85390625,0.14609375,0.14609375,1.0,8419.12255859375,553.5974537137502,kaggle,4
all_workers,4096,600,9,"0,1,2,3,4,5,6,7,8",0.9944444444444444,0.01102396379610247,0.9861111111111112,1.0,0.46171961890326607,0.0,0.9923611111111111,0.0076388888888888895,0.0076388888888888895,1.0,7720.98583984375,507.97006144344437,"kaggle,pc","1,4"
all_workers,8192,200,8,"0,1,2,3,4,5,12,13",0.69375,0.14500615750472706,0.6,0.7875,4.670335471859199,4.956062996387473,0.7367187500000001,0.26328124999999997,0.26328124999999997,0.9930555555555556,7381.07958984375,790.1967699207514,"kaggle,pc","1,2"
all_workers,8192,600,11,"0,1,2,3,4,5,6,7,12,13",0.9727272727272728,0.041009976613236215,0.95,0.9954545454545454,2.2618396824056406,0.0,0.9772727272727273,0.022727272727272728,0.022727272727272728,1.0,7286.140580610795,781.3066472364534,"kaggle,pc","1,2"
all_workers,12288,200,3,"0,1,6",0.7333333333333333,0.1527525231651947,0.6,0.9,3.5237621704737343,1.5922921419143676,0.7291666666666666,0.2708333333333333,0.2708333333333333,1.0,6361.78271484375,952.0279676819943,"kaggle,pc",1
all_workers,12288,600,3,"0,1,6",0.9666666666666667,0.05773502691896256,0.9,1.0,1.4770467122395834,0.0,0.9583333333333334,0.041666666666666664,0.041666666666666664,1.0,6361.78271484375,950.5700528060079,"kaggle,pc",1
