run_id,model,task,write_mode,seq_len,window,seed,batch_size,steps,d_model,layers,heads,parameters,device,eval_answer_exact,eval_answer_ce,eval_retrieval_top1,eval_retrieval_topk,eval_true_fact_written_rate,eval_false_write_rate,eval_missed_fact_rate,eval_avg_written_slots,eval_retrieval_margin,train_wall_time_sec,examples_per_sec_recent,eval_examples_per_sec,peak_vram_mb,run_dir,step_log_path
20260628_120947_hpm_lite_v2_kv_seed0,hpm_lite_v2,kv,learned,512,256,0,16,600,128,1,4,789000,cuda,0.9875,0.33929556083265133,1.0,1.0,0.9921875,0.0078125,0.0078125,8.0,10.253558731079101,188.94474920000357,49.21665995010305,97.21548127395965,4248.8623046875,runs\memory_model\20260628_120947_hpm_lite_v2_kv_seed0,runs\memory_model\20260628_120947_hpm_lite_v2_kv_seed0\step_log.csv
