run_id,model,task,write_mode,seq_len,window,seed,batch_size,steps,d_model,layers,heads,parameters,device,eval_answer_exact,eval_answer_ce,eval_retrieval_top1,eval_retrieval_topk,eval_true_fact_written_rate,eval_false_write_rate,eval_missed_fact_rate,eval_avg_written_slots,eval_retrieval_margin,train_wall_time_sec,examples_per_sec_recent,eval_examples_per_sec,peak_vram_mb,run_dir,step_log_path
20260628_150508_hpm_lite_v2_kv_seed0,hpm_lite_v2,kv,learned,12288,256,0,1,600,128,1,4,2099848,cuda,0.6,8.066199016571044,1.0,1.0,0.725,0.275,0.275,8.0,10.423234621683756,961.1799774179999,0.6247711611619833,9.354551634179531,6361.78271484375,runs/memory_model/20260628_150508_hpm_lite_v2_kv_seed0,runs/memory_model/20260628_150508_hpm_lite_v2_kv_seed0/step_log.csv
