seq_len,tf600_n,tf200_n,exact_gap_tf600_minus_tf200,gap_ci_low,gap_ci_high,permutation_p,cliffs_delta
4096,9,4,0.1944444444444443,0.07916666666666683,0.3319444444444444,0.002797202797202797,1.0
8192,11,8,0.2789772727272728,0.18238636363636362,0.37671874999999977,0.0002,0.9772727272727273
12288,3,3,0.2333333333333334,0.06666666666666665,0.3666666666666667,0.2,0.8888888888888888
